response_id,comment_text,age,profession,time_period,crowding_level,waiting_time_min,sentiment_label,primary_category
1169,"The ride was still busy, but it felt more comfortable than usual.",41,Office Employee,Evening Peak,High,7,Positive,Comfort
1170,"Between heat, noise, and crowding, this felt like a very draining commute.",48,Teacher,Morning Peak,Moderate,54,Negative,Comfort
1171,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",31,Healthcare Worker,Evening Peak,High,57,Negative,Comfort
1172,"There were buses on the route, but not enough to reduce waiting fully.",56,Banker,Evening Peak,High,19,Neutral,Availability
1173,"It was extremely hot inside the bus, and there was barely any airflow.",54,Teacher,Evening Peak,Severe,40,Negative,Comfort
1174,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,38,Job Seeker,Morning Peak,High,19,Negative,Cost
1175,"Cleanliness was average today—nothing impressive, nothing terrible.",59,Factory Worker,Morning Peak,Severe,13,Neutral,Cleanliness
1176,Aajke bus er jonno eto wait korte holo je matha noshto hoye gelo. Peak hour e regular service thakar kotha.,41,Teacher,Evening Peak,Severe,57,Negative,Delay
1177,Getting on and off was smoother than usual.,43,Small Business,Morning Peak,Moderate,12,Positive,Accessibility
1178,The fare felt too high considering how crowded and uncomfortable the ride was.,26,Office Employee,Evening Peak,High,62,Negative,Cost
1179,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,38,Student,Evening Peak,High,52,Negative,Safety
1180,"Boarding was more orderly today, which made the trip feel safer.",35,Office Employee,Morning Peak,High,12,Positive,Safety
1181,"I expected more buses on Farmgate to Mohakhali, but service frequency was disappointing today.",45,Homemaker,Evening Peak,Moderate,28,Negative,Availability
1182,"The inside of the bus was dusty, the seats were dirty, and there was a bad smell the whole way.",23,Teacher,Evening Peak,Severe,59,Negative,Cleanliness
1183,Staff behavior was better today; they were helpful without being rude.,36,Freelancer,Morning Peak,Severe,7,Positive,Staff Behavior
1184,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",38,Office Employee,Morning Peak,Moderate,22,Negative,Comfort
1185,"During office time, availability is still poor. Demand is clearly higher than supply.",35,Banker,Evening Peak,High,61,Negative,Availability
1186,Staff behavior was okay overall.,52,Shopkeeper,Evening Peak,Low,13,Neutral,Staff Behavior
1187,"Traffic slowed the trip, but overall it was average.",28,Teacher,Evening Peak,Severe,15,Neutral,Delay
1188,"The stop area was busy, though still usable.",41,Job Seeker,Morning Peak,Severe,15,Neutral,Accessibility
1189,"Boarding was more orderly today, which made the trip feel safer.",50,Job Seeker,Morning Peak,High,6,Positive,Safety
1190,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",54,Healthcare Worker,Morning Peak,High,34,Negative,Comfort
1191,"There were buses on the route, but not enough to reduce waiting fully.",22,Healthcare Worker,Evening Peak,High,16,Neutral,Availability
1192,"There were buses on the route, but not enough to reduce waiting fully.",57,Job Seeker,Morning Peak,Severe,12,Neutral,Availability
1193,"I expected a rough commute, but it was actually manageable.",28,Healthcare Worker,Evening Peak,Severe,4,Positive,Comfort
1194,"Same problem again—long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",47,Student,Morning Peak,High,27,Negative,Delay
1195,I could follow the stops without much confusion.,21,Homemaker,Evening Peak,High,7,Positive,Information
1196,I paid more than usual today and there was no proper explanation from the conductor.,48,Student,Evening Peak,High,37,Negative,Cost
1197,I had to ask three people before confirming whether this bus was going my way.,43,Student,Evening Peak,High,55,Negative,Information
1198,"The local bus showed up very late today. By the time I reached my campus, I was already behind schedule.",33,Student,Evening Peak,High,64,Negative,Delay
1199,Travel time was reasonable today and the service felt more reliable than usual.,55,Factory Worker,Morning Peak,Severe,5,Positive,Delay
1200,"The staff were not especially helpful, but they were not very rude either.",18,Factory Worker,Morning Peak,High,17,Neutral,Staff Behavior
1201,"Boarding was more orderly today, which made the trip feel safer.",60,Factory Worker,Morning Peak,High,8,Positive,Safety
1202,"The bus was busy but still manageable, which is a relief during peak time.",31,Healthcare Worker,Evening Peak,Moderate,4,Positive,Crowding
1203,"The ride was jerky, noisy, and uncomfortable, especially while standing.",50,Banker,Morning Peak,Moderate,20,Negative,Comfort
1204,The information given by staff was helpful and saved time.,26,Factory Worker,Evening Peak,Severe,8,Positive,Information
1205,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,56,Healthcare Worker,Morning Peak,Low,25,Negative,Crowding
1206,"Nothing serious happened, but the route still feels a little risky during rush hour.",35,Healthcare Worker,Morning Peak,High,16,Neutral,Safety
1207,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,60,Healthcare Worker,Morning Peak,Severe,55,Negative,Safety
1208,The helper was rude when passengers asked whether the bus would stop at the next point.,42,Job Seeker,Morning Peak,Severe,33,Negative,Staff Behavior
1209,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",45,Factory Worker,Morning Peak,Severe,56,Negative,Cleanliness
1210,"There was some waiting time, though it was still manageable.",24,Healthcare Worker,Morning Peak,High,14,Neutral,Delay
1211,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",41,Job Seeker,Evening Peak,Moderate,21,Negative,Availability
1212,The bus stopped properly and boarding was easier today.,56,Freelancer,Evening Peak,Moderate,11,Positive,Accessibility
1213,"Traffic slowed the trip, but overall it was average.",43,Student,Morning Peak,Moderate,12,Neutral,Delay
1214,A little politeness would make a big difference for regular commuters.,38,Homemaker,Morning Peak,Low,58,Negative,Staff Behavior
1215,The fare felt too high considering how crowded and uncomfortable the ride was.,52,Student,Evening Peak,Moderate,53,Negative,Cost
1216,The conductor kept shouting instead of answering simple fare questions calmly.,38,Shopkeeper,Evening Peak,High,24,Negative,Staff Behavior
1217,Ventilation was decent and the trip was less tiring today.,32,Student,Morning Peak,High,9,Positive,Comfort
1218,"The ride was still busy, but it felt more comfortable than usual.",37,Banker,Evening Peak,Severe,11,Positive,Comfort
1219,"Traffic slowed the trip, but overall it was average.",38,Teacher,Evening Peak,Moderate,19,Neutral,Delay
1220,"I expected a rough commute, but it was actually manageable.",21,Small Business,Evening Peak,Low,3,Positive,Comfort
1221,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",22,Freelancer,Evening Peak,Moderate,59,Negative,Comfort
1222,"The fare felt acceptable, though service quality could still improve.",57,Job Seeker,Morning Peak,Moderate,20,Neutral,Cost
1223,Clear route and stop information would save passengers a lot of confusion.,53,Factory Worker,Evening Peak,Severe,43,Negative,Information
1224,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,59,Factory Worker,Evening Peak,Low,52,Negative,Safety
1225,A little politeness would make a big difference for regular commuters.,37,Shopkeeper,Morning Peak,High,47,Negative,Staff Behavior
1226,"Between heat, noise, and crowding, this felt like a very draining commute.",18,Office Employee,Evening Peak,Severe,42,Negative,Comfort
1227,"The inside looked used and worn, but not worse than usual.",58,Banker,Morning Peak,High,20,Neutral,Cleanliness
1228,"I was standing at Kuril for almost 22 minutes and still no bus came on time. For a weekday peak hour, this is exhausting.",58,Student,Evening Peak,Severe,29,Negative,Delay
1229,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,51,Job Seeker,Morning Peak,High,22,Negative,Cost
1230,Even a small sign or proper announcement could have made this trip easier.,39,Shopkeeper,Evening Peak,Severe,27,Negative,Information
1231,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",19,Small Business,Morning Peak,Moderate,19,Negative,Availability
1232,There was no clear information about where the bus would stop or how long the delay would be.,26,Small Business,Evening Peak,High,20,Negative,Information
1233,I had to ask three people before confirming whether this bus was going my way.,32,Driver,Morning Peak,Severe,45,Negative,Information
1234,The fare felt fair enough for the distance I traveled.,52,Factory Worker,Evening Peak,High,7,Positive,Cost
1235,Aajke bus er jonno eto wait korte holo je matha noshto hoye gelo. Peak hour e regular service thakar kotha.,23,Small Business,Morning Peak,High,30,Negative,Delay
1236,The conductor spoke politely and guided passengers clearly.,45,Homemaker,Evening Peak,Low,7,Positive,Staff Behavior
1237,A calm and respectful attitude from the staff made the ride easier.,35,Job Seeker,Evening Peak,High,10,Positive,Staff Behavior
1238,"Cleanliness was average today—nothing impressive, nothing terrible.",50,Student,Evening Peak,Severe,12,Neutral,Cleanliness
1239,"The local bus showed up very late today. By the time I reached my class, I was already behind schedule.",52,Job Seeker,Morning Peak,Moderate,29,Negative,Delay
1240,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",52,Student,Evening Peak,Moderate,65,Negative,Information
1241,Availability was better today and I did not have to wait too long.,18,Teacher,Morning Peak,High,8,Positive,Availability
1242,"The bus was not very clean, but it was acceptable for a regular local bus trip.",49,Freelancer,Morning Peak,Severe,11,Neutral,Cleanliness
1243,The information given by staff was helpful and saved time.,31,Driver,Morning Peak,High,4,Positive,Information
1244,The conductor kept shouting instead of answering simple fare questions calmly.,22,Driver,Morning Peak,High,36,Negative,Staff Behavior
1245,"The bus was cleaner than I expected, and the seating area was in decent shape.",43,Teacher,Morning Peak,Severe,6,Positive,Cleanliness
1246,Getting on the bus was difficult because it barely stopped near the designated stop.,48,Freelancer,Morning Peak,Severe,25,Negative,Accessibility
1247,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,49,Small Business,Morning Peak,Moderate,18,Negative,Staff Behavior
1248,"I got enough information after asking around, though it was not very clear at first.",57,Freelancer,Evening Peak,Moderate,10,Neutral,Information
1249,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",35,Small Business,Evening Peak,High,41,Negative,Availability
1250,"For a local bus, the condition was actually acceptable today.",39,Banker,Morning Peak,High,12,Positive,Cleanliness
1251,"Cleanliness was average today—nothing impressive, nothing terrible.",24,Banker,Evening Peak,Severe,12,Neutral,Cleanliness
1252,"The ride was jerky, noisy, and uncomfortable, especially while standing.",31,Banker,Evening Peak,High,58,Negative,Comfort
1253,"The driver handled the bus carefully today, and the ride felt safer than usual.",35,Banker,Morning Peak,High,3,Positive,Safety
1254,The fare felt fair enough for the distance I traveled.,20,Freelancer,Morning Peak,High,5,Positive,Cost
1255,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",60,Banker,Morning Peak,Moderate,22,Negative,Accessibility
1256,Ventilation was decent and the trip was less tiring today.,28,Freelancer,Evening Peak,Moderate,5,Positive,Comfort
1257,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,54,Freelancer,Evening Peak,Moderate,60,Negative,Safety
1258,"Comfort was average—no major issue, no special improvement.",24,Driver,Evening Peak,High,13,Neutral,Comfort
1259,The bus was so packed that I kept worrying about my phone and wallet the whole trip.,20,Healthcare Worker,Morning Peak,High,22,Negative,Safety
1260,"Everyone was squeezed together, and even moving one step inside felt impossible.",38,Student,Morning Peak,Low,29,Negative,Crowding
1261,Staff behavior was okay overall.,18,Homemaker,Morning Peak,High,11,Neutral,Staff Behavior
1262,There seemed to be more buses on the road than usual.,24,Freelancer,Evening Peak,Severe,9,Positive,Availability
1263,"There were buses on the route, but not enough to reduce waiting fully.",32,Job Seeker,Morning Peak,Severe,16,Neutral,Availability
1264,"The ride was jerky, noisy, and uncomfortable, especially while standing.",52,Driver,Morning Peak,High,26,Negative,Comfort
1265,The seat condition was poor and there was no real comfort during the trip.,23,Shopkeeper,Morning Peak,High,23,Negative,Comfort
1266,"Too many passengers, no personal space, and constant pushing—this should not be normal.",44,Office Employee,Evening Peak,High,19,Negative,Crowding
1267,There seemed to be more buses on the road than usual.,52,Office Employee,Morning Peak,High,5,Positive,Availability
1268,I did not mind paying this fare because the trip was manageable.,20,Shopkeeper,Morning Peak,High,5,Positive,Cost
1269,"The inside of the bus was dusty, the seats were dirty, and there was a bad smell the whole way.",36,Freelancer,Evening Peak,High,64,Negative,Cleanliness
1270,The seat condition was poor and there was no real comfort during the trip.,40,Small Business,Evening Peak,Moderate,33,Negative,Comfort
1271,"Cleanliness was average today—nothing impressive, nothing terrible.",51,Healthcare Worker,Morning Peak,Moderate,14,Neutral,Cleanliness
1272,"The bus was not very clean, but it was acceptable for a regular local bus trip.",41,Office Employee,Evening Peak,High,20,Neutral,Cleanliness
1273,Accessibility was average; it could be better for elderly passengers.,25,Small Business,Morning Peak,Severe,9,Neutral,Accessibility
1274,The bus was so full that I had to stand bent near the gate for almost the whole trip.,50,Freelancer,Morning Peak,High,53,Negative,Crowding
1275,"I was standing at Shahbagh for almost 44 minutes and still no bus came on time. For a weekday peak hour, this is exhausting.",60,Office Employee,Evening Peak,High,54,Negative,Delay
1276,The helper was rude when passengers asked whether the bus would stop at the next point.,37,Banker,Morning Peak,High,62,Negative,Staff Behavior
1277,Crowding was less intense than I expected today.,54,Driver,Evening Peak,High,10,Positive,Crowding
1278,"I do not expect luxury, but at least the bus should be clean enough to sit comfortably.",31,Shopkeeper,Evening Peak,High,42,Negative,Cleanliness
1279,I would say the cost was average for this route.,36,Healthcare Worker,Evening Peak,Severe,18,Neutral,Cost
1280,"During office time, availability is still poor. Demand is clearly higher than supply.",24,Job Seeker,Evening Peak,Moderate,34,Negative,Availability
1281,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,24,Driver,Morning Peak,High,51,Negative,Crowding
1282,Crowding made the ride stressful from start to finish. I could barely breathe comfortably.,32,Office Employee,Morning Peak,Severe,23,Negative,Crowding
1283,The bus did not stop properly and passengers had to get on while it was moving slowly. That is not safe at all.,20,Office Employee,Evening Peak,High,53,Negative,Safety
1284,Clear route and stop information would save passengers a lot of confusion.,32,Healthcare Worker,Morning Peak,Moderate,60,Negative,Information
1285,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,22,Shopkeeper,Morning Peak,High,37,Negative,Crowding
1286,"Same problem again—long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",20,Teacher,Evening Peak,Moderate,18,Negative,Delay
1287,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,39,Teacher,Morning Peak,High,26,Negative,Staff Behavior
1288,"Cleanliness was average today—nothing impressive, nothing terrible.",44,Job Seeker,Evening Peak,High,11,Neutral,Cleanliness
1289,Staff behavior was better today; they were helpful without being rude.,41,Freelancer,Morning Peak,Severe,9,Positive,Staff Behavior
1290,Clear route and stop information would save passengers a lot of confusion.,18,Healthcare Worker,Morning Peak,Moderate,45,Negative,Information
1291,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,24,Shopkeeper,Morning Peak,Severe,44,Negative,Staff Behavior
1292,The seat condition was poor and there was no real comfort during the trip.,55,Homemaker,Evening Peak,Low,52,Negative,Comfort
1293,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,19,Job Seeker,Morning Peak,High,31,Negative,Staff Behavior
1294,"There was some confusion, but I still reached the right destination.",23,Factory Worker,Evening Peak,Moderate,14,Neutral,Information
1295,"The inside of the bus was dusty, the seats were dirty, and there was a bad smell the whole way.",30,Office Employee,Evening Peak,Severe,41,Negative,Cleanliness
1296,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",18,Office Employee,Morning Peak,Moderate,30,Negative,Cleanliness
1297,I would say the cost was average for this route.,25,Homemaker,Morning Peak,Moderate,17,Neutral,Cost
1298,"The stop access felt manageable, even during the busy hour.",18,Office Employee,Morning Peak,Severe,12,Positive,Accessibility
1299,"There were buses on the route, but not enough to reduce waiting fully.",43,Small Business,Morning Peak,Severe,18,Neutral,Availability
1300,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,52,Teacher,Morning Peak,High,58,Negative,Staff Behavior
1301,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,39,Factory Worker,Morning Peak,Severe,45,Negative,Safety
1302,"The bus was crowded, but that is normal during peak time.",35,Shopkeeper,Morning Peak,High,8,Neutral,Crowding
1303,The bus was so full that I had to stand bent near the gate for almost the whole trip.,43,Banker,Evening Peak,High,48,Negative,Crowding
1304,"Everyone was squeezed together, and even moving one step inside felt impossible.",22,Banker,Evening Peak,High,65,Negative,Crowding
1305,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,34,Homemaker,Evening Peak,High,18,Negative,Availability
1306,Service frequency was neither very good nor very bad.,44,Factory Worker,Morning Peak,Severe,15,Neutral,Availability
1307,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,60,Freelancer,Morning Peak,Moderate,22,Negative,Crowding
1308,"Vara ta service er sathe match kore na. Joto taka dei, toto quality pai na.",26,Homemaker,Evening Peak,Severe,44,Negative,Cost
1309,Crowding was less intense than I expected today.,55,Driver,Morning Peak,Severe,10,Positive,Crowding
1310,"I got enough information after asking around, though it was not very clear at first.",53,Factory Worker,Morning Peak,Severe,14,Neutral,Information
1311,"There was pressure inside the bus, but not severe.",36,Small Business,Morning Peak,High,19,Neutral,Crowding
1312,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",28,Teacher,Evening Peak,High,47,Negative,Comfort
1313,The helper was rude when passengers asked whether the bus would stop at the next point.,59,Freelancer,Morning Peak,High,60,Negative,Staff Behavior
1314,"For daily commuting, the cleanliness is really below standard. The floor was messy and the windows looked untouched.",45,Freelancer,Morning Peak,Severe,57,Negative,Cleanliness
1315,"During office time, availability is still poor. Demand is clearly higher than supply.",38,Small Business,Evening Peak,Moderate,47,Negative,Availability
1316,"From Gulistan to Farmgate, the delay was frustrating. I left early but still got late because the bus service was irregular.",36,Job Seeker,Evening Peak,Severe,25,Negative,Delay
1317,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,47,Banker,Evening Peak,Moderate,39,Negative,Safety
1318,"It was extremely hot inside the bus, and there was barely any airflow.",31,Shopkeeper,Evening Peak,High,27,Negative,Comfort
1319,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",20,Healthcare Worker,Evening Peak,Low,47,Negative,Accessibility
1320,"It was not cheap, but not unreasonable either.",46,Teacher,Evening Peak,Severe,18,Neutral,Cost
1321,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,26,Homemaker,Morning Peak,High,18,Negative,Safety
1322,The conductor kept shouting instead of answering simple fare questions calmly.,42,Job Seeker,Morning Peak,High,42,Negative,Staff Behavior
1323,The seat condition was poor and there was no real comfort during the trip.,35,Student,Evening Peak,High,21,Negative,Comfort
1324,"The bus was not very clean, but it was acceptable for a regular local bus trip.",40,Healthcare Worker,Evening Peak,Severe,14,Neutral,Cleanliness
1325,"The fare felt acceptable, though service quality could still improve.",60,Freelancer,Morning Peak,Moderate,18,Neutral,Cost
1326,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,45,Driver,Evening Peak,Severe,39,Negative,Staff Behavior
1327,Aajke bus er jonno eto wait korte holo je matha noshto hoye gelo. Peak hour e regular service thakar kotha.,18,Homemaker,Morning Peak,High,19,Negative,Delay
1328,"If the service stays like this, the fare should not keep increasing.",50,Teacher,Morning Peak,High,18,Negative,Cost
1329,"There were buses on the route, but not enough to reduce waiting fully.",23,Job Seeker,Evening Peak,High,10,Neutral,Availability
1330,Communication from the conductor was average today.,54,Factory Worker,Evening Peak,Low,18,Neutral,Staff Behavior
1331,Staff behavior made the whole ride more unpleasant than it needed to be.,49,Homemaker,Morning Peak,High,49,Negative,Staff Behavior
1332,"There was some confusion, but I still reached the right destination.",39,Student,Morning Peak,Moderate,12,Neutral,Information
1333,"Boarding took some effort, but I managed without much trouble.",58,Small Business,Evening Peak,Low,20,Neutral,Accessibility
1334,"Boarding was more orderly today, which made the trip feel safer.",43,Student,Evening Peak,Moderate,5,Positive,Safety
1335,Getting on the bus was difficult because it barely stopped near the designated stop.,31,Teacher,Morning Peak,High,29,Negative,Accessibility
1336,"The inside looked used and worn, but not worse than usual.",54,Student,Evening Peak,High,18,Neutral,Cleanliness
1337,The bus did not stop properly and passengers had to get on while it was moving slowly. That is not safe at all.,48,Driver,Morning Peak,High,65,Negative,Safety
1338,Clear route and stop information would save passengers a lot of confusion.,50,Small Business,Morning Peak,High,61,Negative,Information
1339,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,33,Driver,Evening Peak,Severe,55,Negative,Availability
1340,The bus was so packed that I kept worrying about my phone and wallet the whole trip.,41,Driver,Morning Peak,Severe,54,Negative,Safety
1341,"During office time, availability is still poor. Demand is clearly higher than supply.",39,Office Employee,Morning Peak,Severe,36,Negative,Availability
1342,"The stop area was busy, though still usable.",60,Student,Evening Peak,Severe,19,Neutral,Accessibility
1343,"I had to stand for part of the journey, though it was manageable.",55,Small Business,Morning Peak,High,14,Neutral,Crowding
1344,"I expected more buses on New Market to Science Lab, but service frequency was disappointing today.",35,Small Business,Morning Peak,Moderate,20,Negative,Availability
1345,"From Uttara to Airport, the delay was frustrating. I left early but still got late because the bus service was irregular.",22,Healthcare Worker,Evening Peak,High,45,Negative,Delay
1346,"People were pushing near the gate while boarding, and it felt risky, especially for women and older passengers.",40,Job Seeker,Evening Peak,High,31,Negative,Safety
1347,A calm and respectful attitude from the staff made the ride easier.,22,Small Business,Morning Peak,Severe,5,Positive,Staff Behavior
1348,The helper was rude when passengers asked whether the bus would stop at the next point.,28,Teacher,Evening Peak,Severe,55,Negative,Staff Behavior
1349,There was no clear information about where the bus would stop or how long the delay would be.,42,Driver,Morning Peak,Severe,63,Negative,Information
1350,Staff behavior made the whole ride more unpleasant than it needed to be.,29,Homemaker,Morning Peak,High,38,Negative,Staff Behavior
1351,"I was standing at Farmgate for almost 60 minutes and still no bus came on time. For a weekday peak hour, this is exhausting.",31,Driver,Evening Peak,Moderate,61,Negative,Delay
1352,Bus ta onek nongra chilo. Gari te uthar por thekei uncomfortable lagchilo.,29,Freelancer,Evening Peak,Severe,51,Negative,Cleanliness
1353,"I had to stand for part of the journey, though it was manageable.",41,Banker,Morning Peak,High,20,Neutral,Crowding
1354,"The ride felt somewhat crowded, but I did not face any major safety issue.",51,Office Employee,Evening Peak,Moderate,18,Neutral,Safety
1355,There was no clear information about where the bus would stop or how long the delay would be.,21,Driver,Morning Peak,High,27,Negative,Information
1356,"A bus came after some waiting, so availability was average today.",31,Shopkeeper,Morning Peak,Low,10,Neutral,Availability
1357,"If the service stays like this, the fare should not keep increasing.",25,Factory Worker,Morning Peak,Severe,29,Negative,Cost
1358,"Cleanliness was average today—nothing impressive, nothing terrible.",28,Teacher,Morning Peak,Severe,10,Neutral,Cleanliness
1359,The helper was rude when passengers asked whether the bus would stop at the next point.,21,Office Employee,Morning Peak,Severe,62,Negative,Staff Behavior
1360,"The ride felt somewhat crowded, but I did not face any major safety issue.",19,Homemaker,Morning Peak,Moderate,15,Neutral,Safety
1361,Crowding made the ride stressful from start to finish. I could barely breathe comfortably.,31,Shopkeeper,Morning Peak,High,48,Negative,Crowding
1362,"The bus came sooner than I expected, which almost never happens during peak hour.",39,Driver,Evening Peak,High,3,Positive,Delay
1363,"The stop area was busy, though still usable.",23,Small Business,Evening Peak,Moderate,15,Neutral,Accessibility
1364,"The bus was not very clean, but it was acceptable for a regular local bus trip.",35,Homemaker,Evening Peak,Severe,20,Neutral,Cleanliness
1365,The bus was so packed that I kept worrying about my phone and wallet the whole trip.,54,Driver,Morning Peak,Moderate,64,Negative,Safety
1366,The bus doors were crowded and there was no support for people who need extra time to board.,31,Freelancer,Evening Peak,Moderate,35,Negative,Accessibility
1367,"The stop area was busy, though still usable.",52,Driver,Evening Peak,High,19,Neutral,Accessibility
1368,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,45,Freelancer,Evening Peak,Moderate,21,Negative,Cost
1369,Clear route and stop information would save passengers a lot of confusion.,24,Teacher,Evening Peak,Severe,55,Negative,Information
1370,I would say the cost was average for this route.,27,Factory Worker,Evening Peak,Severe,11,Neutral,Cost
1371,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,37,Office Employee,Evening Peak,Severe,56,Negative,Crowding
1372,The bus doors were crowded and there was no support for people who need extra time to board.,41,Office Employee,Morning Peak,Moderate,35,Negative,Accessibility
1373,"From Azimpur to Shahbagh, the delay was frustrating. I left early but still got late because the bus service was irregular.",21,Banker,Morning Peak,High,45,Negative,Delay
1374,"The ride felt somewhat crowded, but I did not face any major safety issue.",48,Small Business,Morning Peak,High,8,Neutral,Safety
1375,Ventilation was decent and the trip was less tiring today.,22,Homemaker,Morning Peak,Moderate,9,Positive,Comfort
1376,Clear route and stop information would save passengers a lot of confusion.,53,Shopkeeper,Morning Peak,High,62,Negative,Information
1377,"I expected a rough commute, but it was actually manageable.",46,Healthcare Worker,Morning Peak,Moderate,6,Positive,Comfort
1378,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,30,Teacher,Evening Peak,Severe,59,Negative,Staff Behavior
1379,The conductor spoke politely and guided passengers clearly.,38,Teacher,Morning Peak,Moderate,10,Positive,Staff Behavior
1380,The conductor spoke politely and guided passengers clearly.,22,Homemaker,Evening Peak,Severe,6,Positive,Staff Behavior
1381,"I expected more buses on Motijheel to Rampura, but service frequency was disappointing today.",37,Driver,Morning Peak,Severe,33,Negative,Availability
1382,"The ride felt somewhat crowded, but I did not face any major safety issue.",26,Factory Worker,Evening Peak,High,13,Neutral,Safety
1383,"Comfort was average—no major issue, no special improvement.",49,Office Employee,Morning Peak,High,19,Neutral,Comfort
1384,"During office time, availability is still poor. Demand is clearly higher than supply.",18,Freelancer,Morning Peak,Low,61,Negative,Availability
1385,The bus doors were crowded and there was no support for people who need extra time to board.,53,Small Business,Morning Peak,High,27,Negative,Accessibility
1386,The seat condition was poor and there was no real comfort during the trip.,24,Student,Evening Peak,Moderate,52,Negative,Comfort
1387,Aajke bus er jonno eto wait korte holo je matha noshto hoye gelo. Peak hour e regular service thakar kotha.,29,Homemaker,Morning Peak,High,62,Negative,Delay
1388,The conductor kept shouting instead of answering simple fare questions calmly.,59,Factory Worker,Evening Peak,Moderate,59,Negative,Staff Behavior
1389,Service frequency was neither very good nor very bad.,47,Job Seeker,Morning Peak,High,18,Neutral,Availability
1390,The conductor kept shouting instead of answering simple fare questions calmly.,23,Small Business,Morning Peak,High,41,Negative,Staff Behavior
1391,"Same problem again—long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",48,Shopkeeper,Evening Peak,Severe,62,Negative,Delay
1392,The fare felt too high considering how crowded and uncomfortable the ride was.,45,Healthcare Worker,Morning Peak,High,19,Negative,Cost
1393,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,48,Teacher,Evening Peak,Severe,18,Negative,Safety
1394,"The route details were clear enough today, so I did not have to guess much.",59,Small Business,Evening Peak,High,9,Positive,Information
1395,"Same problem again—long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",30,Freelancer,Morning Peak,High,30,Negative,Delay
1396,Even a small sign or proper announcement could have made this trip easier.,40,Shopkeeper,Evening Peak,High,60,Negative,Information
1397,Even a small sign or proper announcement could have made this trip easier.,30,Factory Worker,Morning Peak,Severe,37,Negative,Information
1398,The bus was so full that I had to stand bent near the gate for almost the whole trip.,22,Banker,Morning Peak,High,61,Negative,Crowding
1399,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,35,Student,Morning Peak,Severe,49,Negative,Safety
1400,"I got enough information after asking around, though it was not very clear at first.",22,Freelancer,Morning Peak,High,8,Neutral,Information
1401,"There was some waiting time, though it was still manageable.",24,Freelancer,Evening Peak,High,13,Neutral,Delay
